strategy_id,stage,strategy_preset,bull_weight,consolidation_weight,bear_weight,min_regime_bars,rebalance_threshold,max_weight_step,transition_cooldown_bars,final_equity_regime,final_equity_buy_hold,excess_final_equity,cagr_regime,cagr_buy_hold,excess_cagr,total_return_regime,total_return_buy_hold,max_drawdown_regime,max_drawdown_buy_hold,sharpe_regime,sharpe_buy_hold,trade_count,annual_trade_count,transition_triggered_trade_count,total_turnover,turnover_to_initial_cash,total_fees_paid,avg_spot_weight,years,beats_buy_hold,drawdown_not_worse,risk_overlay
transition_confirmed_b0.75_c0.50_r0.35_m6_th0.30_step0.50_cool6,management,transition_confirmed,0.75,0.5,0.35,6,0.3,0.5,6,216947.85002877546,185782.11581976915,31165.734209006303,0.23354313179843178,0.1827737823597011,0.05076934943873068,1.1694785002877546,0.8578211581976916,-0.42393301821625995,-0.7704339319608702,0.7881197701391275,0.5822801517680759,151,40.92191560450439,132,10197845.897831123,101.97845897831124,5098.922948915562,0.49334454114192955,3.689954337899543,True,True,False
transition_confirmed_b0.75_c0.50_r0.35_m6_th0.30_step0.50_cool12,management,transition_confirmed,0.75,0.5,0.35,6,0.3,0.5,12,194001.40587164977,185782.11581976915,8219.290051880613,0.19673189761860854,0.1827737823597011,0.013958115258907444,0.9400140587164976,0.8578211581976916,-0.4598218977447137,-0.7704339319608702,0.6914597462221926,0.5822801517680759,154,41.73493379532236,121,9310019.084372245,93.10019084372244,4655.009542186122,0.5123959410929655,3.689954337899543,True,True,False
transition_confirmed_b0.75_c0.50_r0.35_m6_th0.30_step1.00_cool0,management,transition_confirmed,0.75,0.5,0.35,6,0.3,1.0,0,163702.2687950096,185782.11581976915,-22079.84702475957,0.14290496986228707,0.1827737823597011,-0.03986881249741403,0.6370226879500958,0.8578211581976916,-0.4756887486829915,-0.7704339319608702,0.5536508862865837,0.5822801517680759,152,41.19292166811039,151,10473462.899930606,104.73462899930605,5236.731449965303,0.49934689243871505,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m6_th0.30_step1.00_cool3,management,transition_confirmed,0.75,0.5,0.35,6,0.3,1.0,3,163702.2687950096,185782.11581976915,-22079.84702475957,0.14290496986228707,0.1827737823597011,-0.03986881249741403,0.6370226879500958,0.8578211581976916,-0.4756887486829915,-0.7704339319608702,0.5536508862865837,0.5822801517680759,152,41.19292166811039,151,10473462.899930606,104.73462899930605,5236.731449965303,0.49934689243871505,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m6_th0.30_step1.00_cool6,management,transition_confirmed,0.75,0.5,0.35,6,0.3,1.0,6,199688.2549067148,185782.11581976915,13906.139086945652,0.20613898380717788,0.1827737823597011,0.02336520144747678,0.996882549067148,0.8578211581976916,-0.4370056297989865,-0.7704339319608702,0.7043744418308818,0.5822801517680759,147,39.83789135008044,131,10942670.3530359,109.426703530359,5471.3351765179505,0.5066474871000884,3.689954337899543,True,True,False
transition_confirmed_b0.75_c0.50_r0.35_m6_th0.30_step1.00_cool12,management,transition_confirmed,0.75,0.5,0.35,6,0.3,1.0,12,176811.95432723837,185782.11581976915,-8970.16149253078,0.16701691553761022,0.1827737823597011,-0.015756866822090876,0.7681195432723837,0.8578211581976916,-0.47073035636075955,-0.7704339319608702,0.6031212757947494,0.5822801517680759,155,42.00593985892835,123,9932869.882487409,99.32869882487408,4966.434941243705,0.5217613260373393,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.05_step0.25_cool0,management,transition_confirmed,0.75,0.5,0.35,12,0.05,0.25,0,137174.7868201923,185782.11581976915,-48607.32899957686,0.08943711319309178,0.1827737823597011,-0.09333666916660932,0.37174786820192307,0.8578211581976916,-0.6330928971900256,-0.7704339319608702,0.4206815721438606,0.5822801517680759,245,66.3964855834674,141,5793492.844227066,57.93492844227066,2896.7464221135333,0.5348560505751496,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.05_step0.25_cool3,management,transition_confirmed,0.75,0.5,0.35,12,0.05,0.25,3,139938.50757493425,185782.11581976915,-45843.608244834904,0.09534234230518135,0.1827737823597011,-0.08743144005451975,0.39938507574934246,0.8578211581976916,-0.6228730167358751,-0.7704339319608702,0.43589295965082253,0.5822801517680759,242,65.58346739264942,141,5750693.348848885,57.50693348848885,2875.3466744244424,0.5350948682047688,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.05_step0.25_cool6,management,transition_confirmed,0.75,0.5,0.35,12,0.05,0.25,6,144016.16179132482,185782.11581976915,-41765.954028444336,0.10390170592368375,0.1827737823597011,-0.07887207643601735,0.44016161791324815,0.8578211581976916,-0.621241154093255,-0.7704339319608702,0.45833391841887877,0.5822801517680759,242,65.58346739264942,141,5868254.231027052,58.68254231027052,2934.1271155135264,0.5349913137982129,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.05_step0.25_cool12,management,transition_confirmed,0.75,0.5,0.35,12,0.05,0.25,12,139883.62003837904,185782.11581976915,-45898.49578139011,0.09522589552501182,0.1827737823597011,-0.08754788683468928,0.3988362003837904,0.8578211581976916,-0.6082751337362342,-0.7704339319608702,0.4355965134040361,0.5822801517680759,234,63.415418883801514,135,5582872.287947671,55.82872287947671,2791.4361439738354,0.5354989143651806,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.05_step0.50_cool0,management,transition_confirmed,0.75,0.5,0.35,12,0.05,0.5,0,140322.57005475118,185782.11581976915,-45459.545765017974,0.09615622074588992,0.1827737823597011,-0.08661756161381118,0.4032257005475117,0.8578211581976916,-0.6303334018450486,-0.7704339319608702,0.43900142477488274,0.5822801517680759,295,79.94678876376686,141,8783718.134654827,87.83718134654828,4391.859067327414,0.5294481937377539,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.05_step0.50_cool3,management,transition_confirmed,0.75,0.5,0.35,12,0.05,0.5,3,135794.16433302016,185782.11581976915,-49987.95148674899,0.08645460661194493,0.1827737823597011,-0.09631917574775617,0.3579416433302016,0.8578211581976916,-0.6426099093893503,-0.7704339319608702,0.41300272756484463,0.5822801517680759,292,79.13377057294889,141,8481279.861191107,84.81279861191106,4240.639930595553,0.528587212519322,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.05_step0.50_cool6,management,transition_confirmed,0.75,0.5,0.35,12,0.05,0.5,6,131460.50634150067,185782.11581976915,-54321.60947826848,0.07694679173112173,0.1827737823597011,-0.10582699062857936,0.3146050634150068,0.8578211581976916,-0.63900873942372,-0.7704339319608702,0.3874387910366695,0.5822801517680759,291,78.86276450934291,141,8245302.523956791,82.4530252395679,4122.651261978396,0.5282239156860385,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.05_step0.50_cool12,management,transition_confirmed,0.75,0.5,0.35,12,0.05,0.5,12,134574.14703659865,185782.11581976915,-51207.96878317051,0.0838005954538712,0.1827737823597011,-0.0989731869058299,0.34574147036598646,0.8578211581976916,-0.6513629361016116,-0.7704339319608702,0.40586151767193424,0.5822801517680759,274,74.2556614280411,135,8257602.573618217,82.57602573618217,4128.801286809108,0.5262385303438384,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.05_step1.00_cool0,management,transition_confirmed,0.75,0.5,0.35,12,0.05,1.0,0,140274.97355132166,185782.11581976915,-45507.1422684475,0.09605544577504577,0.1827737823597011,-0.08671833658465533,0.4027497355132166,0.8578211581976916,-0.6296720960655582,-0.7704339319608702,0.4386452752287574,0.5822801517680759,294,79.67578270016088,141,9852128.899348369,98.5212889934837,4926.064449674185,0.529570755974416,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.05_step1.00_cool3,management,transition_confirmed,0.75,0.5,0.35,12,0.05,1.0,3,131815.56072753377,185782.11581976915,-53966.55509223539,0.07773428300372909,0.1827737823597011,-0.10503949935597201,0.31815560727533776,0.8578211581976916,-0.6475798953411986,-0.7704339319608702,0.38944705710459543,0.5822801517680759,291,78.86276450934291,141,9388268.706931468,93.88268706931468,4694.134353465735,0.5290542075990434,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.05_step1.00_cool6,management,transition_confirmed,0.75,0.5,0.35,12,0.05,1.0,6,123370.61962693614,185782.11581976915,-62411.496192833016,0.058568426286321085,0.1827737823597011,-0.12420535607338001,0.2337061962693614,0.8578211581976916,-0.6490561367423127,-0.7704339319608702,0.3374062728897266,0.5822801517680759,290,78.59175844573691,141,8978330.267727057,89.78330267727057,4489.165133863528,0.5289630307988372,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.05_step1.00_cool12,management,transition_confirmed,0.75,0.5,0.35,12,0.05,1.0,12,129694.92300706581,185782.11581976915,-56087.192812703346,0.07300763233918994,0.1827737823597011,-0.10976615002051116,0.296949230070658,0.8578211581976916,-0.6670074154116514,-0.7704339319608702,0.376451581663186,0.5822801517680759,274,74.2556614280411,135,9271387.931309298,92.71387931309297,4635.693965654648,0.5276737641834885,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.10_step0.25_cool0,management,transition_confirmed,0.75,0.5,0.35,12,0.1,0.25,0,133212.05614108127,185782.11581976915,-52570.05967868789,0.0808167144618086,0.1827737823597011,-0.1019570678978925,0.3321205614108127,0.8578211581976916,-0.6449482689755472,-0.7704339319608702,0.39709446160795714,0.5822801517680759,206,55.82724910283381,141,5274695.45098679,52.7469545098679,2637.347725493395,0.541134625228629,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.10_step0.25_cool3,management,transition_confirmed,0.75,0.5,0.35,12,0.1,0.25,3,137094.78343959487,185782.11581976915,-48687.33238017428,0.08926488368401064,0.1827737823597011,-0.09350889867569045,0.3709478343959487,0.8578211581976916,-0.6314328440235493,-0.7704339319608702,0.41886139907995723,0.5822801517680759,207,56.0982551664398,141,5374788.698742233,53.74788698742233,2687.3943493711167,0.5446492872581821,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.10_step0.25_cool6,management,transition_confirmed,0.75,0.5,0.35,12,0.1,0.25,6,143298.5692007797,185782.11581976915,-42483.546618989465,0.10240833930431781,0.1827737823597011,-0.08036544305538329,0.4329856920077968,0.8578211581976916,-0.6277696259226279,-0.7704339319608702,0.4528837517114976,0.5822801517680759,206,55.82724910283381,141,5553383.064662289,55.53383064662289,2776.6915323311446,0.5454745120469773,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.10_step0.25_cool12,management,transition_confirmed,0.75,0.5,0.35,12,0.1,0.25,12,142347.80585982933,185782.11581976915,-43434.30995993983,0.10042130613134215,0.1827737823597011,-0.08235247622835895,0.42347805859829335,0.8578211581976916,-0.5973683198963451,-0.7704339319608702,0.4481709555728171,0.5822801517680759,205,55.55624303922782,135,5358042.655766721,53.58042655766721,2679.0213278833603,0.5434270406472527,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.10_step0.50_cool0,management,transition_confirmed,0.75,0.5,0.35,12,0.1,0.5,0,126903.43969071642,185782.11581976915,-58878.676129052736,0.06669907163676636,0.1827737823597011,-0.11607471072293474,0.26903439690716424,0.8578211581976916,-0.6589039132249865,-0.7704339319608702,0.35958800752838216,0.5822801517680759,257,69.64855834673926,141,8025814.6771006435,80.25814677100644,4012.907338550322,0.5289874965974685,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.10_step0.50_cool3,management,transition_confirmed,0.75,0.5,0.35,12,0.1,0.5,3,125729.19734697742,185782.11581976915,-60052.91847279173,0.06401511567683871,0.1827737823597011,-0.11875866668286239,0.2572919734697743,0.8578211581976916,-0.6604574436291623,-0.7704339319608702,0.3522513044698819,0.5822801517680759,252,68.29352802870932,141,7828855.415382126,78.28855415382127,3914.4277076910626,0.5293963630093974,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.10_step0.50_cool6,management,transition_confirmed,0.75,0.5,0.35,12,0.1,0.5,6,126186.00667751004,185782.11581976915,-59596.10914225911,0.06506140382505676,0.1827737823597011,-0.11771237853464434,0.2618600667751003,0.8578211581976916,-0.656971294261815,-0.7704339319608702,0.35507559678646217,0.5822801517680759,251,68.02252196510334,141,7951235.604197398,79.51235604197397,3975.6178020986995,0.5306013928597896,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.10_step0.50_cool12,management,transition_confirmed,0.75,0.5,0.35,12,0.1,0.5,12,130959.9466545195,185782.11581976915,-54822.16916524965,0.07583393954514772,0.1827737823597011,-0.10693984281455338,0.3095994665451951,0.8578211581976916,-0.6562306392717165,-0.7704339319608702,0.3839363685310106,0.5822801517680759,241,65.31246132904344,135,7960358.978596451,79.6035897859645,3980.1794892982257,0.5302879979580317,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.10_step1.00_cool0,management,transition_confirmed,0.75,0.5,0.35,12,0.1,1.0,0,135009.25371564805,185782.11581976915,-50772.8621041211,0.08474912604988138,0.1827737823597011,-0.09802465630981971,0.3500925371564805,0.8578211581976916,-0.6412776136498861,-0.7704339319608702,0.40815635474140205,0.5822801517680759,276,74.79767355525307,141,9540137.915021673,95.40137915021673,4770.068957510837,0.5303852099693604,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.10_step1.00_cool3,management,transition_confirmed,0.75,0.5,0.35,12,0.1,1.0,3,122791.16537836102,185782.11581976915,-62990.95044140813,0.05721868591590473,0.1827737823597011,-0.12555509644379637,0.22791165378361034,0.8578211581976916,-0.6610666895522281,-0.7704339319608702,0.3337840839068909,0.5822801517680759,271,73.44264323722312,141,9001885.822864832,90.01885822864833,4500.9429114324175,0.5308040327233077,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.10_step1.00_cool6,management,transition_confirmed,0.75,0.5,0.35,12,0.1,1.0,6,113545.04748183124,185782.11581976915,-72237.06833793792,0.03502518072598115,0.1827737823597011,-0.14774860163371994,0.1354504748183123,0.8578211581976916,-0.6688521195020709,-0.7704339319608702,0.27294852563185656,0.5822801517680759,266,72.08761291919318,141,8597273.936770096,85.97273936770097,4298.63696838505,0.5319698910729559,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.10_step1.00_cool12,management,transition_confirmed,0.75,0.5,0.35,12,0.1,1.0,12,122859.43850714216,185782.11581976915,-62922.677312627,0.057377957583333083,0.1827737823597011,-0.12539582477636801,0.2285943850714216,0.8578211581976916,-0.6713872415647679,-0.7704339319608702,0.3342624888383828,0.5822801517680759,254,68.8355401559213,135,8943493.653032666,89.43493653032667,4471.746826516333,0.5293621422175908,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.15_step0.25_cool0,management,transition_confirmed,0.75,0.5,0.35,12,0.15,0.25,0,136921.44449159925,185782.11581976915,-48860.671328169905,0.08889147192822211,0.1827737823597011,-0.09388231043147899,0.3692144449159924,0.8578211581976916,-0.6362102270778791,-0.7704339319608702,0.41907108298229084,0.5822801517680759,164,44.444994431382256,139,4709428.351296134,47.09428351296134,2354.7141756480673,0.5481048208492174,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.15_step0.25_cool3,management,transition_confirmed,0.75,0.5,0.35,12,0.15,0.25,3,145699.75488065113,185782.11581976915,-40082.36093911802,0.10738422271433978,0.1827737823597011,-0.07538955964536131,0.4569975488065112,0.8578211581976916,-0.6156923679881388,-0.7704339319608702,0.46484151309419874,0.5822801517680759,165,44.71600049498824,141,4836013.998473831,48.36013998473832,2418.0069992369163,0.5549843017274886,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.15_step0.25_cool6,management,transition_confirmed,0.75,0.5,0.35,12,0.15,0.25,6,146501.8275112122,185782.11581976915,-39280.28830855695,0.10903300255559323,0.1827737823597011,-0.07374077980410787,0.4650182751121221,0.8578211581976916,-0.6160583967297268,-0.7704339319608702,0.4690854369900813,0.5822801517680759,167,45.258012622200226,141,4834244.568334961,48.34244568334962,2417.1222841674808,0.5550062690538038,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.15_step0.25_cool12,management,transition_confirmed,0.75,0.5,0.35,12,0.15,0.25,12,147516.81275147072,185782.11581976915,-38265.30306829844,0.11111005004965269,0.1827737823597011,-0.07166373231004841,0.47516812751470705,0.8578211581976916,-0.6027183718467506,-0.7704339319608702,0.4768353998821976,0.5822801517680759,163,44.17398836777627,134,4812619.291469451,48.12619291469451,2406.3096457347256,0.5442678080685043,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.15_step0.50_cool0,management,transition_confirmed,0.75,0.5,0.35,12,0.15,0.5,0,124524.52965382911,185782.11581976915,-61257.58616594004,0.061242559088432014,0.1827737823597011,-0.12153122327126908,0.2452452965382912,0.8578211581976916,-0.6737570187398874,-0.7704339319608702,0.345227223293303,0.5822801517680759,187,50.67813389432001,141,7105970.598276096,71.05970598276096,3552.9852991380485,0.5573355260958469,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.15_step0.50_cool3,management,transition_confirmed,0.75,0.5,0.35,12,0.15,0.5,3,125567.46590122687,185782.11581976915,-60214.64991854229,0.06364401746436665,0.1827737823597011,-0.11912976489533444,0.2556746590122687,0.8578211581976916,-0.667542168494756,-0.7704339319608702,0.3513907702063528,0.5822801517680759,181,49.05209751268408,141,7077751.508791579,70.77751508791579,3538.8757543957895,0.5506715583267618,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.15_step0.50_cool6,management,transition_confirmed,0.75,0.5,0.35,12,0.15,0.5,6,127670.38502555704,185782.11581976915,-58111.73079421211,0.06844231301728332,0.1827737823597011,-0.11433146934241778,0.27670385025557054,0.8578211581976916,-0.6617432055750415,-0.7704339319608702,0.36387473222842515,0.5822801517680759,180,48.78109144907809,141,7111754.579634489,71.11754579634488,3555.877289817244,0.5492332573632268,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.15_step0.50_cool12,management,transition_confirmed,0.75,0.5,0.35,12,0.15,0.5,12,128682.50417337718,185782.11581976915,-57099.611646391975,0.0707311798823167,0.1827737823597011,-0.1120426024773844,0.2868250417337719,0.8578211581976916,-0.6554984817768186,-0.7704339319608702,0.36984680070752957,0.5822801517680759,169,45.8000247494122,135,6957843.346994316,69.57843346994316,3478.9216734971587,0.5446523569026117,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.15_step1.00_cool0,management,transition_confirmed,0.75,0.5,0.35,12,0.15,1.0,0,134241.77725113402,185782.11581976915,-51540.33856863514,0.08307452353496259,0.1827737823597011,-0.09969925882473851,0.3424177725113402,0.8578211581976916,-0.6484494841567048,-0.7704339319608702,0.4014920460953448,0.5822801517680759,226,61.2473703749536,141,9054497.499392772,90.54497499392772,4527.248749696386,0.5610455454152955,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.15_step1.00_cool3,management,transition_confirmed,0.75,0.5,0.35,12,0.15,1.0,3,128092.2126532562,185782.11581976915,-57689.90316651296,0.06939786120534719,0.1827737823597011,-0.11337592115435391,0.2809221265325619,0.8578211581976916,-0.6551742967231635,-0.7704339319608702,0.3663341347895913,0.5822801517680759,222,60.16334612052964,141,8790914.569712738,87.90914569712737,4395.457284856369,0.5561087549393178,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.15_step1.00_cool6,management,transition_confirmed,0.75,0.5,0.35,12,0.15,1.0,6,122133.25626824977,185782.11581976915,-63648.85955151939,0.055680557581676116,0.1827737823597011,-0.12709322477802498,0.22133256268249757,0.8578211581976916,-0.663535606965451,-0.7704339319608702,0.33047306081704736,0.5822801517680759,222,60.16334612052964,141,8525301.154248813,85.25301154248814,4262.650577124406,0.5542211416926329,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.15_step1.00_cool12,management,transition_confirmed,0.75,0.5,0.35,12,0.15,1.0,12,126484.41625225186,185782.11581976915,-59297.699567517295,0.06574339885323255,0.1827737823597011,-0.11703038350646855,0.26484416252251863,0.8578211581976916,-0.6694129357163264,-0.7704339319608702,0.3567926075221543,0.5822801517680759,209,56.64026729365178,135,8663936.487815931,86.63936487815931,4331.968243907967,0.547982257923153,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.20_step0.25_cool0,management,transition_confirmed,0.75,0.5,0.35,12,0.2,0.25,0,169328.93680973293,185782.11581976915,-16453.179010036227,0.15342015784847085,0.1827737823597011,-0.029353624511230247,0.6932893680973293,0.8578211581976916,-0.5766901612724834,-0.7704339319608702,0.5905167339057097,0.5822801517680759,143,38.75386709565648,131,4603579.040258373,46.03579040258373,2301.7895201291867,0.5344274751434664,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.20_step0.25_cool3,management,transition_confirmed,0.75,0.5,0.35,12,0.2,0.25,3,176587.82293263116,185782.11581976915,-9194.292887137999,0.16661581985034402,0.1827737823597011,-0.016157962509357082,0.7658782293263116,0.8578211581976916,-0.5692078456659958,-0.7704339319608702,0.6237194098317347,0.5822801517680759,143,38.75386709565648,131,4712150.522536722,47.12150522536722,2356.075261268361,0.5340693279380575,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.20_step0.25_cool6,management,transition_confirmed,0.75,0.5,0.35,12,0.2,0.25,6,178529.76824850077,185782.11581976915,-7252.347571268387,0.1700787982897911,0.1827737823597011,-0.012694984069909987,0.7852976824850078,0.8578211581976916,-0.5664853574833957,-0.7704339319608702,0.632399468462831,0.5822801517680759,143,38.75386709565648,131,4732950.264805243,47.32950264805243,2366.4751324026215,0.534250179247862,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.20_step0.25_cool12,management,transition_confirmed,0.75,0.5,0.35,12,0.2,0.25,12,157938.65443256323,185782.11581976915,-27843.461387205927,0.13185702082182305,0.1827737823597011,-0.05091676153787805,0.5793865443256323,0.8578211581976916,-0.5875546201037779,-0.7704339319608702,0.531792238288772,0.5822801517680759,142,38.482861032050494,128,4446478.031867651,44.46478031867651,2223.2390159338256,0.5480347554136146,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.20_step0.50_cool0,management,transition_confirmed,0.75,0.5,0.35,12,0.2,0.5,0,124041.04886053328,185782.11581976915,-61741.066959235875,0.06012432290997194,0.1827737823597011,-0.12264945944972916,0.24041048860533287,0.8578211581976916,-0.6592763235978734,-0.7704339319608702,0.34186349753164064,0.5822801517680759,131,35.501794332384605,128,6367135.968654728,63.67135968654728,3183.567984327364,0.5185538997621434,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.20_step0.50_cool3,management,transition_confirmed,0.75,0.5,0.35,12,0.2,0.5,3,124041.04886053328,185782.11581976915,-61741.066959235875,0.06012432290997194,0.1827737823597011,-0.12264945944972916,0.24041048860533287,0.8578211581976916,-0.6592763235978734,-0.7704339319608702,0.34186349753164064,0.5822801517680759,131,35.501794332384605,128,6367135.968654728,63.67135968654728,3183.567984327364,0.5185538997621434,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.20_step0.50_cool6,management,transition_confirmed,0.75,0.5,0.35,12,0.2,0.5,6,124041.04886053328,185782.11581976915,-61741.066959235875,0.06012432290997194,0.1827737823597011,-0.12264945944972916,0.24041048860533287,0.8578211581976916,-0.6592763235978734,-0.7704339319608702,0.34186349753164064,0.5822801517680759,131,35.501794332384605,128,6367135.968654728,63.67135968654728,3183.567984327364,0.5185538997621434,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.20_step0.50_cool12,management,transition_confirmed,0.75,0.5,0.35,12,0.2,0.5,12,122419.04032782529,185782.11581976915,-63363.07549194386,0.056349433449797814,0.1827737823597011,-0.12642434890990328,0.2241904032782529,0.8578211581976916,-0.65609512058577,-0.7704339319608702,0.3318859586913375,0.5822801517680759,130,35.23078826877862,125,6290178.651018875,62.90178651018875,3145.089325509438,0.5281035268767748,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.20_step1.00_cool0,management,transition_confirmed,0.75,0.5,0.35,12,0.2,1.0,0,127655.08159834135,185782.11581976915,-58127.034221427806,0.06840760357808517,0.1827737823597011,-0.11436617878161592,0.2765508159834136,0.8578211581976916,-0.6434113570516015,-0.7704339319608702,0.36402831138227904,0.5822801517680759,165,44.71600049498824,128,8018219.608920138,80.18219608920138,4009.109804460071,0.5135936947337422,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.20_step1.00_cool3,management,transition_confirmed,0.75,0.5,0.35,12,0.2,1.0,3,124951.78723866865,185782.11581976915,-60830.328581100504,0.06222812603243444,0.1827737823597011,-0.12054565632726666,0.24951787238668643,0.8578211581976916,-0.647634962978908,-0.7704339319608702,0.34742646596525006,0.5822801517680759,162,43.90298230417028,128,8031917.876284877,80.31917876284876,4015.9589381424385,0.512052548942241,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.20_step1.00_cool6,management,transition_confirmed,0.75,0.5,0.35,12,0.2,1.0,6,117857.99955454849,185782.11581976915,-67924.11626522067,0.04553539412397423,0.1827737823597011,-0.13723838823572687,0.17857999554548476,0.8578211581976916,-0.6673060401658435,-0.7704339319608702,0.30225891601586524,0.5822801517680759,162,43.90298230417028,128,7836872.490991845,78.36872490991844,3918.436245495923,0.5131617767468744,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.20_step1.00_cool12,management,transition_confirmed,0.75,0.5,0.35,12,0.2,1.0,12,121773.66143339778,185782.11581976915,-64008.45438637138,0.05483730504007034,0.1827737823597011,-0.12793647731963076,0.21773661433397784,0.8578211581976916,-0.671087073177735,-0.7704339319608702,0.32772533672918186,0.5822801517680759,160,43.3609701769583,125,8168764.781179924,81.68764781179924,4084.3823905899617,0.5233203856855521,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.30_step0.25_cool0,management,transition_confirmed,0.75,0.5,0.35,12,0.3,0.25,0,156864.6192421426,185782.11581976915,-28917.49657762656,0.12976589561736573,0.1827737823597011,-0.053007886742335364,0.5686461924214259,0.8578211581976916,-0.5688782410823208,-0.7704339319608702,0.5496510497203346,0.5822801517680759,87,23.577527533721074,85,2782751.7398541663,27.827517398541662,1391.3758699270832,0.48560377821469425,3.689954337899543,False,True,True
transition_confirmed_b0.75_c0.50_r0.35_m12_th0.30_step0.25_cool3,management,transition_confirmed,0.75,0.5,0.35,12,0.3,0.25,3,156864.6192421426,185782.11581976915,-28917.49657762656,0.12976589561736573,0.1827737823597011,-0.053007886742335364,0.5686461924214259,0.8578211581976916,-0.5688782410823208,-0.7704339319608702,0.5496510497203346,0.5822801517680759,87,23.577527533721074,85,2782751.7398541663,27.827517398541662,1391.3758699270832,0.48560377821469425,3.689954337899543,False,True,True
